field_id,pre2024_physical,top498_2024_physical,common_physical,derived_dependencies,dependency_materializable_18m,materializable_18m,inventory_registered,registry_status,inventory_search_allowed,ontology_registered,ontology_allowed_for_search,approval_registered,source_input_approval,system_input_role,input_route,current_runtime,runtime_dependencies,activation_18m
TSStd_72h__agg_btcusdt_flow_imbalance_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_buy_agg_trade_count,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_buy_notional,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_buy_notional_share,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_buy_quantity,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_buy_sell_notional_ratio,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_buy_sell_vwap_spread_bps,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_buy_underlying_trade_count,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_buy_vwap,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_close_price,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_close_to_open_bps,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_close_to_open_bps_sum_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_close_to_open_bps_sum_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_cross_symbol_large_notional_share,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_cross_symbol_notional_share,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_cross_symbol_signed_flow_share,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_ethusdt_flow_imbalance_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_first_agg_trade_id,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_first_transact_time_ms,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_flow_accel_4h_vs_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_flow_imbalance_notional,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_flow_imbalance_notional_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_flow_imbalance_notional_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_flow_imbalance_qty,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_flow_minus_btcusdt_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_flow_minus_ethusdt_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_high_price,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_large_count_share_100k_plus,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_large_notional_100k_plus,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_large_notional_ratio_100k_plus,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_large_notional_share_100k_plus,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_large_notional_share_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_large_notional_share_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_large_notional_sum_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_large_notional_sum_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_large_trade_count_100k_plus,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_large_trade_count_ratio_100k_plus,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_last_agg_trade_id,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_last_transact_time_ms,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_low_price,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_max_trade_notional,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_notional,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_notional_100_1k,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_notional_100k_1m,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_notional_10k_100k,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_notional_1k_10k,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_notional_accel_4h_vs_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_notional_gt_1m,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_notional_le_100,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_notional_shock_24h_mad,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_notional_sum_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_notional_sum_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_open_price,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_price_range_bps,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_price_range_bps_max_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_price_range_bps_max_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_price_std,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_quantity,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_quantity_sum_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_quantity_sum_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_sell_agg_trade_count,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_sell_notional,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_sell_notional_share,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_sell_quantity,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_sell_underlying_trade_count,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_sell_vwap,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_signed_aggressor_notional,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_signed_aggressor_quantity,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_signed_flow_z_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_signed_notional_sum_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_signed_notional_sum_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_signed_quantity_sum_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_signed_quantity_sum_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_trade_count,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_trade_count_100_1k,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_trade_count_100k_1m,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_trade_count_10k_100k,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_trade_count_1k_10k,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_trade_count_gt_1m,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_trade_count_le_100,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_trade_count_sum_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_trade_count_sum_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_underlying_trade_count,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_universe_large_notional,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_universe_notional,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_universe_signed_notional,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_volume_imbalance,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_vwap,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_72h__agg_vwap_close_bps,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_avg_agg_trade_notional,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_avg_trade_notional_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_avg_trade_notional_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_avg_underlying_trade_notional,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_avg_underlying_trades_per_agg,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_btcusdt_flow_imbalance_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_buy_agg_trade_count,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_buy_notional,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_buy_notional_share,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_buy_quantity,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_buy_sell_notional_ratio,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_buy_sell_vwap_spread_bps,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_buy_underlying_trade_count,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_buy_vwap,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_close_price,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_close_to_open_bps,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_close_to_open_bps_sum_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_close_to_open_bps_sum_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_cross_symbol_large_notional_share,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_cross_symbol_notional_share,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_cross_symbol_signed_flow_share,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_ethusdt_flow_imbalance_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_first_agg_trade_id,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_first_transact_time_ms,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_flow_accel_4h_vs_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_flow_imbalance_notional,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_flow_imbalance_notional_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_flow_imbalance_notional_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_flow_imbalance_qty,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_flow_minus_btcusdt_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_flow_minus_ethusdt_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_high_price,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_large_count_share_100k_plus,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_large_notional_100k_plus,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_large_notional_ratio_100k_plus,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_large_notional_share_100k_plus,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_large_notional_share_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_large_notional_share_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_large_notional_sum_24h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_large_notional_sum_4h,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_large_trade_count_100k_plus,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_large_trade_count_ratio_100k_plus,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_last_agg_trade_id,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_last_transact_time_ms,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_low_price,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_max_trade_notional,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
TSStd_8h__agg_notional,False,False,False,,False,False,True,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,False,False,,False,,,,False,,REGISTERED_NOT_CURRENT_RUNTIME
